HUD Metro Fair Market Rent Area Name,CBSASub23,ZIPCode,erap_fmr_br0,erap_fmr_br1,erap_fmr_br2,erap_fmr_br3,erap_fmr_br4
"Abilene, TX MSA",METRO10180M10180,76437,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,76443,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,76464,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,76469,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79501,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79503,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79504,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79508,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79510,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79519,$870,$890,"$1,130","$1,510","$1,810"
"Abilene, TX MSA",METRO10180M10180,79520,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79521,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79525,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79530,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79533,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79536,$930,$950,"$1,210","$1,610","$1,940"
"Abilene, TX MSA",METRO10180M10180,79541,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79553,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79560,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79561,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79562,$980,"$1,000","$1,270","$1,690","$2,030"
"Abilene, TX MSA",METRO10180M10180,79563,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79566,$870,$890,"$1,130","$1,510","$1,810"
"Abilene, TX MSA",METRO10180M10180,79567,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79601,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79602,$870,$890,"$1,130","$1,510","$1,810"
"Abilene, TX MSA",METRO10180M10180,79603,$860,$876,"$1,117","$1,488","$1,789"
"Abilene, TX MSA",METRO10180M10180,79604,$870,$890,"$1,130","$1,510","$1,810"
"Abilene, TX MSA",METRO10180M10180,79605,$910,$930,"$1,180","$1,570","$1,890"
"Abilene, TX MSA",METRO10180M10180,79606,$920,$940,"$1,200","$1,600","$1,920"
"Abilene, TX MSA",METRO10180M10180,79607,"$1,130","$1,150","$1,470","$1,960","$2,350"
"Abilene, TX MSA",METRO10180M10180,79608,$870,$890,"$1,130","$1,510","$1,810"
"Abilene, TX MSA",METRO10180M10180,79699,$860,$876,"$1,117","$1,488","$1,789"
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00601,$450,$453,$519,$670,$750
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00602,$450,$453,$519,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00603,$500,$510,$580,$710,$800
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00604,$510,$520,$590,$720,$810
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00605,$510,$520,$590,$720,$810
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00610,$480,$480,$550,$670,$760
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00611,$450,$453,$520,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00612,$460,$470,$530,$750,$900
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00631,$450,$453,$519,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00641,$450,$453,$519,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00650,$520,$540,$620,$810,$960
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00662,$460,$460,$530,$650,$730
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00664,$450,$453,$519,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00669,$450,$453,$520,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00670,$450,$453,$519,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00676,$450,$453,$519,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00677,$500,$510,$580,$710,$800
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00678,$450,$460,$520,$710,$760
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00680,$450,$453,$519,$640,$730
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00685,$450,$453,$519,$632,$713
"Aguadilla-Isabela, PR MSA",METRO10380M10380,00690,$490,$540,$620,$760,$860
"Akron, OH MSA",METRO10420M10420,44056,"$1,090","$1,220","$1,560","$1,950","$2,090"
"Akron, OH MSA",METRO10420M10420,44067,$870,$970,"$1,240","$1,550","$1,660"
"Akron, OH MSA",METRO10420M10420,44087,$940,"$1,050","$1,340","$1,680","$1,790"
"Akron, OH MSA",METRO10420M10420,44141,"$1,210","$1,370","$1,660","$2,150","$2,290"
"Akron, OH MSA",METRO10420M10420,44201,$780,$880,"$1,120","$1,400","$1,500"
"Akron, OH MSA",METRO10420M10420,44202,"$1,090","$1,230","$1,560","$1,950","$2,090"
"Akron, OH MSA",METRO10420M10420,44203,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44210,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44211,$740,$830,"$1,060","$1,330","$1,420"
"Akron, OH MSA",METRO10420M10420,44216,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44221,$790,$890,"$1,130","$1,410","$1,510"
"Akron, OH MSA",METRO10420M10420,44222,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44223,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44224,$830,$930,"$1,190","$1,490","$1,590"
"Akron, OH MSA",METRO10420M10420,44230,$770,$870,"$1,050","$1,360","$1,450"
"Akron, OH MSA",METRO10420M10420,44231,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44232,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44234,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44236,$990,"$1,110","$1,420","$1,780","$1,900"
"Akron, OH MSA",METRO10420M10420,44240,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44241,$920,"$1,040","$1,320","$1,650","$1,760"
"Akron, OH MSA",METRO10420M10420,44242,$740,$830,"$1,060","$1,330","$1,420"
"Akron, OH MSA",METRO10420M10420,44243,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44250,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44255,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44256,$930,"$1,050","$1,270","$1,640","$1,750"
"Akron, OH MSA",METRO10420M10420,44260,$750,$840,"$1,070","$1,340","$1,430"
"Akron, OH MSA",METRO10420M10420,44262,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44264,$800,$890,"$1,140","$1,430","$1,520"
"Akron, OH MSA",METRO10420M10420,44265,$740,$830,"$1,060","$1,330","$1,420"
"Akron, OH MSA",METRO10420M10420,44266,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44272,$760,$860,"$1,090","$1,360","$1,460"
"Akron, OH MSA",METRO10420M10420,44278,$740,$820,"$1,050","$1,310","$1,400"
"Akron, OH MSA",METRO10420M10420,44281,$830,$940,"$1,140","$1,470","$1,570"
"Akron, OH MSA",METRO10420M10420,44285,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44286,$850,$960,"$1,220","$1,530","$1,630"
"Akron, OH MSA",METRO10420M10420,44288,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44301,$750,$840,"$1,070","$1,340","$1,430"
"Akron, OH MSA",METRO10420M10420,44302,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44303,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44304,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44305,$740,$830,"$1,060","$1,330","$1,420"
"Akron, OH MSA",METRO10420M10420,44306,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44307,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44308,$850,$950,"$1,210","$1,510","$1,620"
"Akron, OH MSA",METRO10420M10420,44309,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44310,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44311,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44312,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44313,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44314,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44316,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44319,$770,$860,"$1,100","$1,380","$1,470"
"Akron, OH MSA",METRO10420M10420,44320,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44321,$910,"$1,020","$1,300","$1,630","$1,740"
"Akron, OH MSA",METRO10420M10420,44325,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44333,$770,$860,"$1,100","$1,380","$1,470"
"Akron, OH MSA",METRO10420M10420,44334,$730,$820,"$1,040","$1,301","$1,390"
"Akron, OH MSA",METRO10420M10420,44411,$760,$860,"$1,090","$1,360","$1,460"
"Akron, OH MSA",METRO10420M10420,44412,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44429,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44444,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44449,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44470,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44491,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44601,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44614,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44632,$728,$816,"$1,039","$1,301","$1,389"
"Akron, OH MSA",METRO10420M10420,44645,$760,$850,"$1,090","$1,370","$1,460"
"Akron, OH MSA",METRO10420M10420,44685,$780,$880,"$1,140","$1,420","$1,520"
"Akron, OH MSA",METRO10420M10420,44720,$728,$816,"$1,039","$1,301","$1,389"
"Albany, GA MSA",METRO10500M10500,31701,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31702,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31703,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31704,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31705,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31706,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31707,$990,"$1,000","$1,160","$1,550","$1,880"
"Albany, GA MSA",METRO10500M10500,31708,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31712,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31714,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31721,"$1,040","$1,040","$1,210","$1,610","$1,970"
"Albany, GA MSA",METRO10500M10500,31743,"$1,030","$1,040","$1,210","$1,610","$1,960"
"Albany, GA MSA",METRO10500M10500,31744,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31763,$990,"$1,000","$1,160","$1,550","$1,880"
"Albany, GA MSA",METRO10500M10500,31764,"$1,080","$1,090","$1,260","$1,680","$2,050"
"Albany, GA MSA",METRO10500M10500,31768,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31771,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31772,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31775,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31781,$900,$910,"$1,050","$1,400","$1,710"
"Albany, GA MSA",METRO10500M10500,31782,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31787,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31789,$990,"$1,000","$1,160","$1,550","$1,880"
"Albany, GA MSA",METRO10500M10500,31791,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,31795,$860,$860,"$1,000","$1,330","$1,620"
"Albany, GA MSA",METRO10500M10500,31796,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,39826,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,39842,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,39862,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,39877,$854,$860,$997,"$1,328","$1,620"
"Albany, GA MSA",METRO10500M10500,39885,"$1,050","$1,060","$1,230","$1,640","$2,000"
"Albany, GA MSA",METRO10500M10500,39886,$854,$860,$997,"$1,328","$1,620"
"Albany, OR MSA",METRO10540M10540,97321,"$1,000","$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97322,$940,"$1,130","$1,390","$1,880","$2,190"
"Albany, OR MSA",METRO10540M10540,97327,"$1,080","$1,290","$1,590","$2,150","$2,500"
"Albany, OR MSA",METRO10540M10540,97329,"$1,210","$1,440","$1,780","$2,400","$2,800"
"Albany, OR MSA",METRO10540M10540,97333,"$1,240","$1,290","$1,640","$2,300","$2,600"
"Albany, OR MSA",METRO10540M10540,97335,$940,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97336,$940,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97345,"$1,210","$1,440","$1,780","$2,400","$2,800"
"Albany, OR MSA",METRO10540M10540,97346,$938,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97348,$950,"$1,130","$1,400","$1,890","$2,210"
"Albany, OR MSA",METRO10540M10540,97350,"$1,440","$1,610","$2,030","$2,800","$3,180"
"Albany, OR MSA",METRO10540M10540,97352,$980,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97355,$940,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97358,$938,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97360,$938,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97374,$938,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97377,"$1,050","$1,260","$1,550","$2,090","$2,440"
"Albany, OR MSA",METRO10540M10540,97383,$938,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97386,$938,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97389,"$1,230","$1,470","$1,810","$2,440","$2,850"
"Albany, OR MSA",METRO10540M10540,97413,$938,"$1,121","$1,384","$1,869","$2,180"
"Albany, OR MSA",METRO10540M10540,97446,$980,"$1,170","$1,440","$1,940","$2,270"
"Albany, OR MSA",METRO10540M10540,97759,"$1,100","$1,270","$1,600","$2,260","$2,720"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12007,"$1,020","$1,140","$1,390","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12008,"$1,020","$1,150","$1,390","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12009,"$1,060","$1,190","$1,440","$1,740","$1,920"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12010,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12018,"$1,100","$1,230","$1,500","$1,810","$2,000"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12019,"$1,050","$1,180","$1,430","$1,730","$1,900"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12020,"$1,230","$1,370","$1,670","$2,020","$2,220"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12022,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12023,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12024,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12025,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12027,"$1,410","$1,570","$1,910","$2,310","$2,540"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12028,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12031,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12033,"$1,030","$1,150","$1,400","$1,690","$1,860"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12035,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12036,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12040,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12041,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12043,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12045,"$1,020","$1,140","$1,390","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12046,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12047,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12052,"$1,040","$1,160","$1,410","$1,700","$1,880"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12053,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12054,"$1,180","$1,330","$1,610","$1,950","$2,140"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12055,"$1,020","$1,140","$1,390","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12056,"$1,020","$1,140","$1,390","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12057,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12059,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12061,"$1,260","$1,410","$1,710","$2,070","$2,280"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12062,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12063,"$1,060","$1,180","$1,430","$1,740","$1,910"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12064,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12065,"$1,110","$1,240","$1,510","$1,830","$2,010"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12066,"$1,060","$1,190","$1,440","$1,740","$1,920"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12067,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12071,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12073,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12074,"$1,090","$1,220","$1,480","$1,790","$1,970"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12076,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12077,"$1,220","$1,370","$1,660","$2,010","$2,210"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12082,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12083,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12084,"$1,240","$1,380","$1,680","$2,030","$2,240"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12085,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12086,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12087,"$1,020","$1,140","$1,390","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12089,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12090,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12092,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12093,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12094,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12107,"$1,020","$1,140","$1,390","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12110,"$1,200","$1,340","$1,630","$1,970","$2,170"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12118,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12120,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12121,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12122,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12123,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12128,"$1,020","$1,140","$1,390","$1,680","$1,850"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12131,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12133,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12134,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12137,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12138,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12140,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12141,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12143,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12144,"$1,040","$1,160","$1,410","$1,700","$1,880"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12147,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12148,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12149,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12150,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12151,"$1,290","$1,440","$1,750","$2,120","$2,330"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12153,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12154,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12156,"$1,080","$1,210","$1,470","$1,780","$1,950"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12157,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12158,"$1,330","$1,490","$1,810","$2,190","$2,410"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12159,"$1,130","$1,270","$1,540","$1,860","$2,050"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12160,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12161,"$1,330","$1,490","$1,810","$2,190","$2,410"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12166,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12167,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12168,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12169,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12170,"$1,140","$1,280","$1,550","$1,870","$2,060"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12175,"$1,070","$1,190","$1,450","$1,750","$1,930"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12180,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12181,"$1,011","$1,131","$1,374","$1,661","$1,830"
"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,12182,"$1,011","$1,131","$1,374","$1,661","$1,830"
