HUD Metro Fair Market Rent Area Name,CBSASub23,ZIPCode,erap_fmr_br0,erap_fmr_br1,erap_fmr_br2,erap_fmr_br3,erap_fmr_br4
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,90833,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,90840,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,90853,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91001,"$2,010","$2,260","$2,870","$3,680","$4,060"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91003,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91006,"$1,960","$2,220","$2,810","$3,600","$3,980"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91007,"$1,840","$2,080","$2,640","$3,390","$3,740"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91008,"$1,870","$2,120","$2,680","$3,440","$3,800"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91009,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91010,"$1,930","$2,180","$2,760","$3,540","$3,910"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91011,"$2,670","$3,010","$3,820","$4,900","$5,410"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91012,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91016,"$1,780","$2,010","$2,550","$3,270","$3,610"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91017,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91020,"$1,970","$2,220","$2,820","$3,620","$3,990"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91021,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91023,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91024,"$1,930","$2,180","$2,760","$3,540","$3,910"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91025,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91030,"$2,060","$2,330","$2,950","$3,780","$4,170"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91031,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91040,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91041,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91042,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91043,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91046,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91066,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91077,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91101,"$2,330","$2,630","$3,340","$4,280","$4,730"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91102,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91103,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91104,"$1,830","$2,070","$2,620","$3,360","$3,710"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91105,"$2,670","$3,010","$3,820","$4,900","$5,410"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91106,"$2,030","$2,290","$2,910","$3,730","$4,120"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91107,"$1,980","$2,240","$2,840","$3,640","$4,020"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91108,"$1,960","$2,210","$2,800","$3,600","$3,970"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91109,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91114,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91115,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91116,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91117,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91118,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91123,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91125,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91129,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91185,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91201,"$1,920","$2,170","$2,750","$3,530","$3,890"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91202,"$2,030","$2,290","$2,910","$3,730","$4,120"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91203,"$1,980","$2,240","$2,840","$3,640","$4,020"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91204,"$1,920","$2,170","$2,750","$3,530","$3,890"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91205,"$1,880","$2,120","$2,690","$3,450","$3,810"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91206,"$2,090","$2,360","$2,990","$3,830","$4,230"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91207,"$2,120","$2,390","$3,030","$3,890","$4,290"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91208,"$2,220","$2,510","$3,180","$4,080","$4,500"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91209,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91210,"$2,670","$3,010","$3,820","$4,900","$5,410"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91214,"$2,290","$2,590","$3,280","$4,210","$4,640"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91221,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91222,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91224,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91225,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91226,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91301,"$2,670","$3,010","$3,820","$4,900","$5,410"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91302,"$2,670","$3,010","$3,820","$4,900","$5,410"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91303,"$1,850","$2,090","$2,650","$3,400","$3,750"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91304,"$1,800","$2,030","$2,580","$3,310","$3,650"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91305,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91306,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91307,"$2,660","$3,010","$3,810","$4,900","$5,430"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91308,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91309,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91310,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91311,"$2,040","$2,300","$2,920","$3,740","$4,130"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91313,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91316,"$2,050","$2,320","$2,940","$3,770","$4,160"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91321,"$1,830","$2,070","$2,620","$3,360","$3,710"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91322,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91324,"$2,100","$2,370","$3,000","$3,850","$4,250"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91325,"$1,870","$2,110","$2,680","$3,440","$3,790"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91326,"$2,350","$2,650","$3,360","$4,310","$4,750"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91327,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91328,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91329,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91330,"$1,910","$2,150","$2,730","$3,510","$3,860"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91331,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91333,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91334,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91335,"$1,830","$2,070","$2,620","$3,360","$3,710"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91337,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91340,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91341,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91342,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91343,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91344,"$2,180","$2,460","$3,120","$4,000","$4,420"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91345,"$1,970","$2,220","$2,820","$3,620","$3,990"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91346,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91350,"$2,380","$2,690","$3,410","$4,370","$4,830"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91351,"$2,040","$2,300","$2,920","$3,750","$4,130"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91352,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91353,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91354,"$2,670","$3,010","$3,820","$4,900","$5,410"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91355,"$2,440","$2,750","$3,490","$4,480","$4,940"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91356,"$1,870","$2,110","$2,670","$3,420","$3,780"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91357,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91361,"$2,330","$2,680","$3,290","$4,400","$5,030"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91362,"$2,110","$2,460","$2,960","$4,050","$4,720"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91364,"$2,670","$3,010","$3,820","$4,900","$5,410"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91365,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91367,"$2,640","$2,980","$3,780","$4,850","$5,350"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91371,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91372,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91376,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91380,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91381,"$2,450","$2,770","$3,510","$4,500","$4,970"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91382,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91383,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91384,"$2,010","$2,260","$2,870","$3,680","$4,060"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91385,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91386,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91387,"$2,070","$2,330","$2,960","$3,800","$4,190"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91390,"$2,480","$2,800","$3,550","$4,550","$5,020"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91392,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91393,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91394,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91395,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91396,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91401,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91402,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91403,"$2,370","$2,670","$3,390","$4,350","$4,800"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91404,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91405,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91406,"$1,780","$2,010","$2,550","$3,270","$3,610"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91407,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91408,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91409,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91411,"$1,870","$2,110","$2,680","$3,440","$3,790"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91412,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91413,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91416,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91423,"$2,200","$2,480","$3,150","$4,040","$4,460"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91426,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91436,"$2,670","$3,010","$3,820","$4,900","$5,410"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91482,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91496,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91499,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91501,"$1,990","$2,250","$2,850","$3,660","$4,030"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91502,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91503,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91504,"$2,030","$2,290","$2,900","$3,720","$4,100"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91505,"$2,350","$2,660","$3,370","$4,320","$4,770"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91506,"$1,870","$2,110","$2,680","$3,440","$3,790"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91507,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91508,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91510,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91601,"$2,030","$2,290","$2,910","$3,730","$4,120"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91602,"$2,230","$2,520","$3,190","$4,090","$4,510"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91603,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91604,"$2,400","$2,700","$3,430","$4,400","$4,850"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91605,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91606,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91607,"$1,930","$2,180","$2,760","$3,540","$3,910"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91608,"$2,290","$2,580","$3,270","$4,200","$4,630"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91609,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91610,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91614,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91615,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91617,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91702,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91706,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91709,"$2,280","$2,420","$3,020","$4,070","$4,960"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91710,"$1,810","$2,006","$2,544","$3,263","$3,940"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91711,"$2,000","$2,250","$2,860","$3,670","$4,050"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91714,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91715,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91716,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91722,"$1,870","$2,110","$2,670","$3,420","$3,780"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91723,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91724,"$2,000","$2,250","$2,860","$3,670","$4,050"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91731,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91732,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91733,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91734,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91740,"$1,980","$2,230","$2,830","$3,630","$4,000"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91741,"$2,100","$2,370","$3,000","$3,850","$4,250"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91744,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91745,"$1,800","$2,030","$2,570","$3,300","$3,640"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91746,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91747,"$1,777","$2,006","$2,544","$3,263","$3,600"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91748,"$1,850","$2,090","$2,650","$3,400","$3,750"
"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,91750,"$1,930","$2,180","$2,760","$3,540","$3,910"
